Publication A,Publication B,Number,Publication A xx Publication B
20-D-03,09-D-27,21,Quotes
20-D-03,21-D-17,1,Is quoted by
20-D-02,14-D-06,1,Quotes
20-D-02,15-D-20,1,Quotes
20-D-02,17-A-09,2,Quotes
20-D-02,19-D-16,1,Quotes
20-D-02,20-A-08,1,Is quoted by
20-D-01,07-D-30,1,Quotes
20-D-01,10-D-09,1,Quotes
20-D-01,10-D-32,1,Quotes
20-D-01,02-D-44,1,Quotes
20-D-01,15-A-10,4,Quotes
20-D-01,15-D-01,1,Quotes
20-D-01,16-D-11,4,Quotes
20-D-01,17-D-11,1,Quotes
20-D-01,03-D-12,1,Quotes
20-D-01,93-D-29,1,Quotes
20-D-01,98-MC-06,1,Quotes
20-D-01,99-D-04,1,Quotes
20-D-01,99-D-69,2,Quotes
20-D-01,21-A-17,1,Is quoted by
20-A-11,04-A-18,1,Quotes
20-A-11,07-A-12,1,Quotes
20-A-11,07-D-50,1,Quotes
20-A-11,09-A-55,1,Quotes
20-A-11,09-D-10,2,Quotes
20-A-11,08-D-24,1,Quotes
20-A-11,05-D-70,1,Quotes
20-A-11,12-A-05,9,Quotes
20-A-11,12-A-07,2,Quotes
20-A-11,13-A-21,1,Quotes
20-A-11,06-MC-03,6,Quotes
20-A-11,07-D-13,1,Quotes
20-A-11,14-D-19,1,Quotes
20-A-11,03-D-45,1,Quotes
20-A-11,18-A-14,5,Quotes
20-A-11,18-D-17,2,Quotes
20-A-11,19-A-12,2,Quotes
20-A-11,20-A-09,1,Quotes
20-A-11,98-D-42,2,Quotes
20-A-10,10-A-21,1,Quotes
20-A-10,16-A-14,1,Quotes
20-A-09,14-A-13,1,Quotes
20-A-09,15-A-02,1,Quotes
20-A-09,20-A-01,2,Quotes
20-A-09,20-A-11,1,Is quoted by
20-A-08,00-D-47,2,Quotes
20-A-08,00-D-50,1,Quotes
20-A-08,09-A-55,3,Quotes
20-A-08,07-D-09,1,Quotes
20-A-08,94-A-15,9,Quotes
20-A-08,95-A-18,2,Quotes
20-A-08,96-A-10,2,Quotes
20-A-08,98-A-05,2,Quotes
20-A-08,97-A-10,1,Quotes
20-A-08,97-A-20,2,Quotes
20-A-08,13-A-14,3,Quotes
20-A-08,13-D-20,2,Quotes
20-A-08,99-A-05,2,Quotes
20-A-08,15-D-05,2,Quotes
20-A-08,00-D-57,1,Quotes
20-A-08,17-D-06,1,Quotes
20-A-08,17-D-08,2,Quotes
20-A-08,20-D-02,1,Quotes
20-A-07,09-A-47,1,Quotes
20-A-07,10-A-18,3,Quotes
20-A-07,15-A-04,2,Quotes
20-A-07,17-A-09,3,Quotes
20-A-07,14-A-18,1,Quotes
20-A-07,17-D-04,1,Quotes
20-A-05,00-A-12,1,Quotes
20-A-03,15-A-02,2,Quotes
20-A-03,16-A-03,8,Quotes
20-A-03,16-A-06,1,Quotes
20-A-03,16-A-12,1,Quotes
20-A-03,16-A-13,3,Quotes
20-A-03,16-A-16,1,Quotes
20-A-03,17-A-06,2,Quotes
20-A-03,17-A-15,4,Quotes
20-A-03,18-A-08,1,Quotes
20-A-03,19-A-09,5,Quotes
20-A-03,19-A-16,2,Quotes
20-A-03,19-A-17,2,Quotes
20-A-03,21-A-02,1,Is quoted by
20-A-03,21-A-04,1,Is quoted by
20-A-02,15-A-06,7,Quotes
20-A-01,09-A-21,2,Quotes
20-A-01,04-A-04,2,Quotes
20-A-01,14-A-13,1,Quotes
20-A-01,15-A-02,2,Quotes
20-A-01,19-A-08,2,Quotes
20-A-01,20-A-09,2,Is quoted by
19-MC-01,09-D-02,2,Quotes
19-MC-01,03-D-42,1,Quotes
19-MC-01,09-D-12,2,Quotes
19-MC-01,01-D-49,1,Quotes
19-MC-01,10-A-29,1,Quotes
19-MC-01,10-D-30,1,Quotes
19-MC-01,10-MC-01,5,Quotes
19-MC-01,06-D-20,2,Quotes
19-MC-01,12-D-01,1,Quotes
19-MC-01,13-D-16,1,Quotes
19-MC-01,13-D-07,3,Quotes
19-MC-01,00-MC-17,1,Quotes
19-MC-01,15-D-13,3,Quotes
19-MC-01,18-A-03,1,Quotes
19-MC-01,19-D-26,5,Is quoted by
19-MC-01,20-D-14,23,Is quoted by
19-MC-01,20-MC-01,2,Is quoted by
19-MC-01,21-D-03,1,Is quoted by
19-D-26,94-D-19,1,Quotes
19-D-26,10-A-29,3,Quotes
19-D-26,10-D-30,3,Quotes
19-D-26,10-MC-01,5,Quotes
19-D-26,10-D-13,1,Quotes
19-D-26,10-D-19,1,Quotes
19-D-26,06-D-04,1,Quotes
19-D-26,13-D-07,4,Quotes
19-D-26,05-D-34,1,Quotes
19-D-26,15-D-13,5,Quotes
19-D-26,18-A-03,4,Quotes
19-D-26,19-A-04,1,Quotes
19-D-26,19-MC-01,5,Quotes
19-D-26,05-D-63,1,Quotes
19-D-26,20-D-14,37,Is quoted by
19-D-26,20-MC-01,5,Is quoted by
19-D-26,21-A-05,1,Is quoted by
19-D-26,21-D-07,4,Is quoted by
19-D-26,21-D-11,3,Is quoted by
19-D-26,21-D-12,4,Is quoted by
19-D-26,21-D-17,3,Is quoted by
19-D-25,01-D-32,1,Quotes
19-D-25,05-D-65,2,Quotes
19-D-25,07-D-33,2,Quotes
19-D-25,05-D-27,1,Quotes
19-D-25,05-D-64,1,Quotes
19-D-25,10-D-13,1,Quotes
19-D-25,10-D-15,1,Quotes
19-D-25,94-D-51,1,Quotes
19-D-25,10-D-19,1,Quotes
19-D-25,10-D-28,2,Quotes
19-D-25,11-D-05,1,Quotes
19-D-25,11-D-02,1,Quotes
19-D-25,11-D-08,1,Quotes
19-D-25,11-D-11,1,Quotes
19-D-25,01-D-41,15,Quotes
19-D-25,01-D-70,1,Quotes
19-D-25,12-D-08,2,Quotes
19-D-25,12-D-25,1,Quotes
19-D-25,12-D-27,1,Quotes
19-D-25,13-D-12,1,Quotes
19-D-25,14-D-20,1,Quotes
19-D-25,15-D-10,1,Quotes
19-D-25,16-D-17,2,Quotes
19-D-25,16-D-20,1,Quotes
19-D-25,16-D-21,4,Quotes
19-D-25,17-D-03,1,Quotes
19-D-25,18-D-04,1,Quotes
19-D-25,18-D-06,1,Quotes
19-D-25,18-D-19,2,Quotes
19-D-25,18-D-23,1,Quotes
19-D-25,21-A-05,1,Is quoted by
19-D-25,21-A-16,2,Is quoted by
19-D-25,21-D-27,1,Is quoted by
19-D-24,07-D-50,1,Quotes
19-D-24,09-D-06,2,Quotes
19-D-24,07-D-48,3,Quotes
19-D-24,08-D-32,2,Quotes
19-D-24,10-D-26,1,Quotes
19-D-24,11-D-13,1,Quotes
19-D-24,11-D-17,1,Quotes
19-D-24,12-D-09,1,Quotes
19-D-24,13-D-03,2,Quotes
19-D-24,15-D-03,2,Quotes
19-D-24,15-D-04,2,Quotes
19-D-24,15-D-08,5,Quotes
19-D-24,15-D-19,3,Quotes
19-D-24,16-D-14,1,Quotes
19-D-24,16-D-17,1,Quotes
19-D-24,18-D-26,1,Quotes
19-D-24,20-D-09,5,Is quoted by
19-D-24,21-D-01,1,Is quoted by
19-D-24,21-D-09,1,Is quoted by
19-D-24,21-D-21,1,Is quoted by
19-D-23,15-D-16,1,Quotes
19-D-23,15-D-06,7,Quotes
19-D-23,21-D-30,1,Is quoted by
19-D-22,09-D-10,1,Quotes
19-D-22,10-D-13,1,Quotes
19-D-22,18-D-18,1,Quotes
19-D-22,19-D-19,1,Quotes
19-D-21,06-D-30,1,Quotes
19-D-21,12-D-10,1,Quotes
19-D-21,11-D-19,1,Quotes
19-D-21,17-D-20,2,Quotes
19-D-21,18-D-15,1,Quotes
19-D-21,19-D-05,1,Quotes
19-D-21,21-D-11,1,Is quoted by
19-D-21,21-D-21,5,Is quoted by
19-D-20,09-A-45,1,Quotes
19-D-20,14-D-19,1,Quotes
19-D-20,16-D-15,3,Quotes
19-D-20,17-D-14,1,Quotes
19-D-20,18-D-03,1,Quotes
19-D-20,18-D-21,1,Quotes
19-D-20,19-D-11,1,Quotes
19-D-20,20-D-16,1,Is quoted by
19-D-20,21-D-23,1,Is quoted by
19-D-19,09-D-07,2,Quotes
19-D-19,05-D-43,1,Quotes
19-D-19,07-D-41,3,Quotes
19-D-19,97-D-18,1,Quotes
19-D-19,09-D-17,2,Quotes
19-D-19,04-D-07,1,Quotes
19-D-19,06-D-03,1,Quotes
19-D-19,10-D-11,1,Quotes
19-D-19,04-D-25,1,Quotes
19-D-19,12-D-02,4,Quotes
19-D-19,12-D-10,1,Quotes
19-D-19,11-D-19,1,Quotes
19-D-19,12-D-25,1,Quotes
19-D-19,13-D-14,1,Quotes
19-D-19,16-D-20,5,Quotes
19-D-19,17-D-20,1,Quotes
19-D-19,18-D-06,1,Quotes
19-D-19,18-D-18,1,Quotes
19-D-19,19-D-01,1,Quotes
19-D-19,19-A-18,1,Is quoted by
19-D-19,19-D-22,1,Is quoted by
19-D-19,20-D-17,2,Is quoted by
19-D-19,20-D-21,1,Is quoted by
19-D-19,21-D-21,2,Is quoted by
19-D-18,10-D-08,1,Quotes
19-D-18,11-D-11,1,Quotes
19-D-18,13-D-17,2,Quotes
19-D-18,20-D-08,2,Is quoted by
19-D-17,07-D-50,1,Quotes
19-D-17,10-D-13,1,Quotes
19-D-17,12-D-09,1,Quotes
19-D-17,13-D-09,1,Quotes
19-D-17,14-D-19,1,Quotes
19-D-17,16-D-17,1,Quotes
19-D-17,17-D-20,1,Quotes
19-D-17,18-D-26,4,Quotes
19-D-17,20-D-20,1,Is quoted by
19-D-17,21-A-03,1,Is quoted by
19-D-17,21-D-20,2,Is quoted by
19-D-17,21-D-24,1,Is quoted by
19-D-17,21-D-26,2,Is quoted by
19-D-16,14-D-06,1,Quotes
19-D-16,20-D-02,1,Is quoted by
19-D-14,06-D-37,1,Quotes
19-D-14,08-D-25,1,Quotes
19-D-14,06-D-24,1,Quotes
19-D-14,12-D-23,2,Quotes
19-D-14,18-D-05,1,Quotes
19-D-14,21-D-20,5,Is quoted by
19-D-14,21-D-26,7,Is quoted by
19-D-13,07-D-41,1,Quotes
19-D-13,06-D-29,1,Quotes
19-D-13,05-D-27,1,Quotes
19-D-13,04-D-07,1,Quotes
19-D-13,94-D-51,2,Quotes
19-D-13,12-D-06,1,Quotes
19-D-13,01-D-41,1,Quotes
19-D-13,16-A-25,3,Quotes
19-D-13,16-D-20,1,Quotes
19-D-13,17-D-20,1,Quotes
19-D-13,19-A-16,1,Is quoted by
19-D-13,19-A-17,1,Is quoted by
19-D-12,04-D-07,1,Quotes
19-D-12,94-D-51,2,Quotes
19-D-12,12-D-06,1,Quotes
19-D-12,01-D-41,1,Quotes
19-D-12,16-A-13,2,Quotes
19-D-12,18-A-08,1,Quotes
19-D-12,18-D-05,1,Quotes
19-D-12,21-D-01,2,Is quoted by
19-D-12,21-D-15,1,Is quoted by
19-D-11,09-A-45,1,Quotes
19-D-11,07-D-09,1,Quotes
19-D-11,03-D-61,1,Quotes
19-D-11,16-D-15,1,Quotes
19-D-11,18-D-17,1,Quotes
19-D-11,19-A-12,1,Is quoted by
19-D-11,19-D-20,1,Is quoted by
19-D-11,20-D-16,1,Is quoted by
19-D-10,09-D-14,1,Quotes
19-D-10,10-D-39,1,Quotes
19-D-10,17-D-20,1,Quotes
19-D-10,19-A-04,1,Quotes
19-D-09,11-D-02,1,Quotes
19-D-09,11-D-13,1,Quotes
19-D-09,11-D-17,1,Quotes
19-D-09,14-D-19,1,Quotes
19-D-09,17-D-27,1,Quotes
19-D-09,21-D-10,2,Is quoted by
19-D-09,21-D-16,2,Is quoted by
19-D-09,21-D-19,1,Is quoted by
19-D-09,21-D-28,2,Is quoted by
19-D-08,12-A-21,1,Quotes
19-D-07,06-A-13,1,Quotes
19-D-07,14-D-03,1,Quotes
19-D-07,16-D-11,1,Quotes
19-D-07,17-D-11,5,Quotes
19-D-05,97-D-54,2,Quotes
19-D-05,01-D-32,5,Quotes
19-D-05,07-D-41,1,Quotes
19-D-05,05-D-27,1,Quotes
19-D-05,06-D-30,1,Quotes
19-D-05,10-D-15,3,Quotes
19-D-05,00-D-78,3,Quotes
19-D-05,00-D-79,1,Quotes
19-D-05,94-D-51,1,Quotes
19-D-05,96-D-53,2,Quotes
19-D-05,12-D-02,1,Quotes
19-D-05,01-D-70,1,Quotes
19-D-05,16-D-09,1,Quotes
19-D-05,16-D-20,2,Quotes
19-D-05,19-D-21,1,Is quoted by
19-D-05,20-D-07,1,Is quoted by
19-D-05,21-D-06,1,Is quoted by
19-D-05,21-D-20,1,Is quoted by
19-D-04,14-D-06,1,Quotes
19-D-03,04-D-77,2,Quotes
19-D-03,04-D-11,1,Quotes
19-D-03,16-D-29,1,Quotes
19-D-03,18-D-20,1,Quotes
19-D-03,21-D-18,1,Is quoted by
19-D-02,09-D-07,1,Quotes
19-D-02,05-D-43,1,Quotes
19-D-02,07-D-41,1,Quotes
19-D-02,97-D-18,1,Quotes
19-D-02,09-D-17,1,Quotes
19-D-02,12-A-20,1,Quotes
19-D-02,18-D-18,1,Quotes
19-D-02,19-A-08,1,Is quoted by
19-D-02,19-A-18,1,Is quoted by
19-D-01,09-D-07,1,Quotes
19-D-01,05-D-43,1,Quotes
19-D-01,07-D-41,1,Quotes
19-D-01,97-D-18,1,Quotes
19-D-01,09-D-17,1,Quotes
19-D-01,12-A-20,1,Quotes
19-D-01,18-D-18,1,Quotes
19-D-01,19-A-08,1,Is quoted by
19-D-01,19-A-18,1,Is quoted by
19-D-01,19-D-19,1,Is quoted by
19-D-01,20-D-17,1,Is quoted by
19-A-18,12-A-07,3,Quotes
19-A-18,13-A-12,1,Quotes
19-A-18,13-A-24,2,Quotes
19-A-18,16-A-11,4,Quotes
19-A-18,17-A-10,7,Quotes
19-A-18,18-A-08,1,Quotes
19-A-18,19-A-08,1,Quotes
19-A-18,19-D-01,1,Quotes
19-A-18,19-D-02,1,Quotes
19-A-18,19-D-19,1,Quotes
19-A-17,15-A-02,1,Quotes
19-A-17,16-A-03,1,Quotes
19-A-17,16-A-06,1,Quotes
19-A-17,16-A-11,1,Quotes
19-A-17,16-A-12,2,Quotes
19-A-17,16-A-25,2,Quotes
19-A-17,16-A-26,32,Quotes
19-A-17,17-A-10,1,Quotes
19-A-17,18-A-08,4,Quotes
19-A-17,19-D-13,1,Quotes
19-A-17,20-A-03,2,Is quoted by
19-A-16,15-A-02,1,Quotes
19-A-16,16-A-03,1,Quotes
19-A-16,16-A-06,1,Quotes
19-A-16,16-A-11,1,Quotes
19-A-16,16-A-12,1,Quotes
19-A-16,16-A-25,38,Quotes
19-A-16,17-A-10,1,Quotes
19-A-16,18-A-08,5,Quotes
19-A-16,19-A-09,1,Quotes
19-A-16,19-D-13,1,Quotes
19-A-16,20-A-03,2,Is quoted by
19-A-13,91-D-04,1,Quotes
19-A-13,94-A-15,1,Quotes
19-A-13,97-A-07,1,Quotes
19-A-13,98-A-05,1,Quotes
19-A-13,13-A-11,2,Quotes
19-A-13,92-A-01,1,Quotes
19-A-13,18-A-07,1,Quotes
19-A-13,00-A-30,2,Quotes
19-A-13,90-D-21,1,Quotes
19-A-12,09-A-21,2,Quotes
19-A-12,09-A-45,41,Quotes
19-A-12,94-D-41,1,Quotes
19-A-12,95-D-15,1,Quotes
19-A-12,09-D-11,1,Quotes
19-A-12,09-D-24,3,Quotes
19-A-12,09-D-36,3,Quotes
19-A-12,09-MC-02,1,Quotes
19-A-12,10-A-03,1,Quotes
19-A-12,10-A-16,1,Quotes
19-A-12,10-A-17,1,Quotes
19-A-12,11-A-08,1,Quotes
19-A-12,11-D-05,1,Quotes
19-A-12,11-D-01,2,Quotes
19-A-12,11-D-12,3,Quotes
19-A-12,12-A-04,1,Quotes
19-A-12,12-A-20,2,Quotes
19-A-12,03-D-36,1,Quotes
19-A-12,12-D-05,1,Quotes
19-A-12,12-D-06,1,Quotes
19-A-12,12-D-20,1,Quotes
19-A-12,13-A-15,1,Quotes
19-A-12,13-A-16,1,Quotes
19-A-12,13-A-17,1,Quotes
19-A-12,13-A-20,3,Quotes
19-A-12,13-A-21,1,Quotes
19-A-12,13-D-15,4,Quotes
19-A-12,14-A-03,4,Quotes
19-A-12,14-D-05,3,Quotes
19-A-12,14-D-08,4,Quotes
19-A-12,14-D-16,1,Quotes
19-A-12,15-D-01,3,Quotes
19-A-12,15-D-14,3,Quotes
19-A-12,15-D-17,1,Quotes
19-A-12,16-D-07,3,Quotes
19-A-12,16-D-09,1,Quotes
19-A-12,16-D-15,1,Quotes
19-A-12,17-D-14,1,Quotes
19-A-12,18-A-04,3,Quotes
19-A-12,18-A-05,2,Quotes
19-A-12,18-A-09,8,Quotes
19-A-12,18-D-02,3,Quotes
19-A-12,18-D-03,2,Quotes
19-A-12,18-D-04,3,Quotes
19-A-12,18-D-21,1,Quotes
19-A-12,19-A-09,2,Quotes
19-A-12,09-D-27,1,Quotes
19-A-12,14-D-13,1,Quotes
19-A-12,19-D-11,1,Quotes
19-A-12,20-A-11,2,Is quoted by
19-A-12,20-D-12,1,Is quoted by
19-A-12,21-D-25,1,Is quoted by
19-A-11,11-A-09,1,Quotes
19-A-11,09-A-41,1,Quotes
19-A-11,14-A-02,1,Quotes
19-A-09,16-A-13,1,Quotes
19-A-09,16-A-25,2,Quotes
19-A-09,16-A-26,1,Quotes
19-A-09,18-A-08,2,Quotes
19-A-09,19-A-12,2,Is quoted by
19-A-09,19-A-16,1,Is quoted by
19-A-09,20-A-03,5,Is quoted by
19-A-08,10-A-01,1,Quotes
19-A-08,13-A-10,1,Quotes
19-A-08,13-A-12,4,Quotes
19-A-08,13-A-24,17,Quotes
19-A-08,16-A-09,7,Quotes
19-A-08,17-A-10,6,Quotes
19-A-08,19-D-01,1,Quotes
19-A-08,19-D-02,1,Quotes
19-A-08,19-A-18,1,Is quoted by
19-A-08,20-A-01,2,Is quoted by
19-A-08,21-D-20,1,Is quoted by
19-A-07,14-A-14,4,Quotes
19-A-07,15-A-18,1,Quotes
19-A-07,19-A-01,6,Quotes
19-A-06,12-A-25,1,Quotes
19-A-06,21-D-18,1,Is quoted by
19-A-05,14-A-03,2,Quotes
19-A-05,18-A-04,3,Quotes
19-A-04,10-A-29,1,Quotes
19-A-04,18-A-03,6,Quotes
19-A-04,19-D-10,1,Is quoted by
19-A-04,19-D-26,1,Is quoted by
19-A-04,20-D-08,2,Is quoted by
19-A-04,20-MC-01,2,Is quoted by
19-A-04,21-D-12,3,Is quoted by
19-A-03,09-A-09,1,Quotes
19-A-03,06-A-01,1,Quotes
19-A-03,07-D-30,1,Quotes
19-A-03,10-D-09,2,Quotes
19-A-03,12-A-13,1,Quotes
19-A-03,13-A-10,1,Quotes
19-A-03,15-A-01,1,Quotes
19-A-03,15-A-10,1,Quotes
19-A-03,15-D-01,1,Quotes
19-A-03,16-D-11,5,Quotes
19-A-03,21-A-17,15,Is quoted by
19-A-02,04-A-17,1,Quotes
19-A-02,03-A-16,2,Quotes
19-A-02,06-A-12,1,Quotes
19-A-02,00-A-29,1,Quotes
19-A-02,98-A-05,1,Quotes
19-A-02,07-D-43,1,Quotes
19-A-02,04-D-48,1,Quotes
19-A-02,11-A-16,1,Quotes
19-A-02,05-A-19,1,Quotes
19-A-02,06-A-15,1,Quotes
19-A-02,06-A-23,1,Quotes
19-A-02,13-A-14,1,Quotes
19-A-02,14-A-09,2,Quotes
19-A-02,16-A-23,1,Quotes
19-A-02,16-MC-01,1,Quotes
19-A-02,17-D-26,1,Quotes
19-A-02,21-A-07,10,Is quoted by
19-A-01,09-A-43,2,Quotes
19-A-01,07-D-43,2,Quotes
19-A-01,07-MC-04,1,Quotes
19-A-01,10-A-08,4,Quotes
19-A-01,11-A-06,1,Quotes
19-A-01,14-A-14,4,Quotes
19-A-01,15-A-18,1,Quotes
19-A-01,19-A-07,6,Is quoted by
18-D-26,07-D-50,1,Quotes
18-D-26,10-D-13,1,Quotes
18-D-26,12-D-09,1,Quotes
18-D-26,13-D-09,1,Quotes
18-D-26,14-D-19,1,Quotes
18-D-26,16-D-17,1,Quotes
18-D-26,17-D-20,1,Quotes
18-D-26,19-D-17,4,Is quoted by
18-D-26,19-D-24,1,Is quoted by
18-D-26,20-D-04,1,Is quoted by
18-D-26,20-D-09,1,Is quoted by
18-D-26,20-D-11,1,Is quoted by
18-D-26,21-D-14,2,Is quoted by
18-D-25,10-D-08,1,Quotes
18-D-25,18-D-22,1,Quotes
18-D-25,02-D-64,1,Quotes
18-D-25,17-D-15,1,Quotes
18-D-24,11-D-17,1,Quotes
18-D-24,20-D-09,2,Is quoted by
18-D-24,21-D-09,1,Is quoted by
18-D-24,21-D-21,1,Is quoted by
18-D-23,08-D-25,1,Quotes
18-D-23,12-D-23,2,Quotes
18-D-23,13-D-12,1,Quotes
18-D-23,96-D-72,1,Quotes
18-D-23,15-A-16,1,Quotes
18-D-23,19-D-25,1,Is quoted by
18-D-23,20-D-09,1,Is quoted by
18-D-23,21-D-20,2,Is quoted by
18-D-23,21-D-26,4,Is quoted by
18-D-23,21-D-30,1,Is quoted by
18-D-22,09-D-02,1,Quotes
18-D-22,01-D-49,1,Quotes
18-D-22,10-D-08,1,Quotes
18-D-22,18-D-25,1,Is quoted by
18-D-21,09-A-45,1,Quotes
18-D-21,15-D-14,1,Quotes
18-D-21,16-D-15,5,Quotes
18-D-21,19-A-12,1,Is quoted by
18-D-21,19-D-20,1,Is quoted by
18-D-21,20-D-16,1,Is quoted by
18-D-21,21-D-23,1,Is quoted by
18-D-20,04-D-77,2,Quotes
18-D-20,04-D-11,1,Quotes
18-D-20,16-D-29,1,Quotes
18-D-20,19-D-03,1,Is quoted by
18-D-20,21-D-18,1,Is quoted by
18-D-19,00-D-47,1,Quotes
18-D-19,09-D-03,5,Quotes
18-D-19,08-D-15,1,Quotes
18-D-19,08-D-22,1,Quotes
18-D-19,95-D-56,1,Quotes
18-D-19,09-D-10,1,Quotes
18-D-19,06-D-08,1,Quotes
18-D-19,09-D-19,1,Quotes
18-D-19,07-D-48,2,Quotes
18-D-19,99-D-50,1,Quotes
18-D-19,08-D-33,1,Quotes
18-D-19,03-D-01,1,Quotes
18-D-19,03-D-07,1,Quotes
18-D-19,10-D-04,1,Quotes
18-D-19,10-D-10,1,Quotes
18-D-19,11-D-13,2,Quotes
18-D-19,13-D-09,2,Quotes
18-D-19,14-D-16,4,Quotes
18-D-19,16-D-02,5,Quotes
18-D-19,04-D-50,1,Quotes
18-D-19,16-D-09,1,Quotes
18-D-19,16-D-28,1,Quotes
18-D-19,18-D-02,1,Quotes
18-D-19,19-D-25,2,Is quoted by
18-D-19,20-D-04,1,Is quoted by
18-D-19,21-D-05,1,Is quoted by
18-D-19,21-D-09,1,Is quoted by
18-D-18,09-D-07,1,Quotes
18-D-18,05-D-43,1,Quotes
18-D-18,07-D-41,1,Quotes
18-D-18,97-D-18,1,Quotes
18-D-18,09-D-17,1,Quotes
18-D-18,10-A-10,3,Quotes
18-D-18,97-A-12,1,Quotes
18-D-18,15-D-04,1,Quotes
18-D-18,92-D-43,1,Quotes
18-D-18,17-A-06,1,Quotes
18-D-18,19-D-01,1,Is quoted by
18-D-18,19-D-02,1,Is quoted by
18-D-18,19-D-19,1,Is quoted by
18-D-18,19-D-22,1,Is quoted by
18-D-18,20-D-10,1,Is quoted by
18-D-18,20-D-17,1,Is quoted by
18-D-17,07-D-09,1,Quotes
18-D-17,03-D-61,2,Quotes
18-D-17,09-D-24,3,Quotes
18-D-17,00-D-27,2,Quotes
18-D-17,05-D-15,2,Quotes
18-D-17,03-D-18,2,Quotes
18-D-17,10-A-21,3,Quotes
18-D-17,13-D-09,1,Quotes
18-D-17,14-D-02,1,Quotes
18-D-17,16-D-11,1,Quotes
18-D-17,19-D-11,1,Is quoted by
18-D-17,20-A-11,2,Is quoted by
18-D-17,21-D-08,1,Is quoted by
18-D-16,11-D-12,2,Quotes
18-D-16,12-D-15,9,Quotes
18-D-16,16-D-07,1,Quotes
18-D-16,17-D-04,8,Quotes
18-D-16,20-D-07,1,Is quoted by
18-D-15,15-D-03,1,Quotes
18-D-15,18-D-06,1,Quotes
18-D-15,19-D-21,1,Is quoted by
18-D-14,06-A-13,2,Quotes
18-D-14,06-D-18,1,Quotes
18-D-14,10-D-32,3,Quotes
18-D-14,14-MC-01,2,Quotes
18-D-13,10-A-29,2,Quotes
18-D-13,10-MC-01,3,Quotes
18-D-13,15-D-13,3,Quotes
18-D-13,18-A-03,1,Quotes
18-D-13,17-D-24,1,Quotes
18-D-12,09-D-07,1,Quotes
18-D-12,05-D-43,1,Quotes
18-D-12,07-D-41,1,Quotes
18-D-12,97-D-18,1,Quotes
18-D-12,09-D-17,1,Quotes
18-D-12,10-A-10,3,Quotes
18-D-12,97-A-12,1,Quotes
18-D-12,10-D-38,1,Quotes
18-D-12,13-D-16,1,Quotes
18-D-12,14-D-07,1,Quotes
18-D-12,17-A-06,1,Quotes
18-D-12,21-D-03,1,Is quoted by
18-D-11,09-MC-01,1,Quotes
18-D-11,13-D-04,2,Quotes
18-D-11,13-D-20,1,Quotes
18-D-10,16-D-29,1,Quotes
18-D-09,08-D-34,1,Quotes
18-D-09,05-D-49,2,Quotes
18-D-09,06-D-29,2,Quotes
18-D-09,09-D-05,19,Quotes
18-D-09,09-MC-02,1,Quotes
18-D-09,10-D-21,2,Quotes
18-D-09,11-D-02,1,Quotes
18-D-09,11-D-10,1,Quotes
18-D-09,11-D-12,1,Quotes
18-D-09,11-D-13,1,Quotes
18-D-09,12-D-05,1,Quotes
18-D-09,13-D-12,1,Quotes
18-D-09,15-D-02,6,Quotes
18-D-09,20-D-03,1,Is quoted by
18-D-09,20-D-07,1,Is quoted by
18-D-08,05-A-01,1,Quotes
18-D-07,04-D-79,7,Quotes
18-D-07,15-D-10,1,Quotes
18-D-07,17-D-16,1,Quotes
18-D-07,01-MC-02,2,Quotes
18-D-06,12-D-02,1,Quotes
18-D-06,07-D-16,1,Quotes
18-D-06,12-D-08,1,Quotes
18-D-06,05-D-10,1,Quotes
18-D-06,13-D-12,1,Quotes
18-D-06,16-D-20,2,Quotes
18-D-06,18-A-04,1,Quotes
18-D-06,18-D-15,1,Is quoted by
18-D-06,19-D-19,1,Is quoted by
18-D-06,19-D-25,1,Is quoted by
18-D-06,20-D-12,4,Is quoted by
18-D-06,20-D-17,5,Is quoted by
18-D-06,21-D-21,1,Is quoted by
18-D-06,21-D-27,2,Is quoted by
18-D-05,05-D-27,1,Quotes
18-D-05,09-D-19,2,Quotes
18-D-05,02-D-62,1,Quotes
18-D-05,07-D-48,3,Quotes
18-D-05,99-D-50,3,Quotes
18-D-05,94-D-51,1,Quotes
18-D-05,11-D-13,1,Quotes
18-D-05,11-D-17,1,Quotes
18-D-05,12-D-02,1,Quotes
18-D-05,13-D-09,2,Quotes
18-D-05,14-D-16,5,Quotes
18-D-05,92-D-37,1,Quotes
18-D-05,16-D-02,1,Quotes
18-D-05,16-D-20,1,Quotes
18-D-05,16-D-28,1,Quotes
18-D-05,19-D-12,1,Is quoted by
18-D-05,19-D-14,1,Is quoted by
18-D-05,21-D-05,1,Is quoted by
18-D-05,21-D-06,6,Is quoted by
18-D-04,01-D-32,1,Quotes
18-D-04,06-D-29,2,Quotes
18-D-04,10-D-15,1,Quotes
18-D-04,08-D-26,2,Quotes
18-D-04,01-D-70,2,Quotes
18-D-04,96-D-04,1,Quotes
18-D-04,03-D-51,1,Quotes
18-D-04,17-D-22,1,Quotes
18-D-04,19-A-12,3,Is quoted by
18-D-04,19-D-25,1,Is quoted by
18-D-04,21-D-27,3,Is quoted by
18-D-03,16-D-15,1,Quotes
18-D-03,19-A-12,2,Is quoted by
18-D-03,19-D-20,1,Is quoted by
18-D-03,20-D-16,3,Is quoted by
18-D-02,03-D-01,2,Quotes
